sale_id,date,product_id,quantity
S00874,2026-06-27,P006,1
S00875,2026-07-28,P006,1
S00876,2026-08-08,P004,1
S00877,2026-07-05,P007,5
S00878,2026-08-17,P001,1
S00879,2026-06-25,P010,5
S00880,2026-06-28,P008,2
S00881,2026-07-13,P005,1
S00882,2026-06-28,P004,1
S00883,2026-08-01,P004,5
S00884,2026-06-27,P007,2
S00885,2026-08-10,P006,3
S00886,2026-07-19,P008,5
S00887,2026-08-23,P006,3
S00888,2026-07-04,P006,5
S00889,2026-08-03,P008,1
S00890,2026-07-31,P006,2
S00891,2026-07-18,P006,4
S00892,2026-06-06,P010,2
S00893,2026-06-19,P001,3
S00894,2026-08-10,P010,5
S00895,2026-07-24,P005,2
S00896,2026-06-26,P006,2
S00897,2026-07-19,P010,2
S00898,2026-08-03,P009,3
S00899,2026-07-03,P008,4
S00900,2026-07-29,P003,3
S00901,2026-06-22,P003,5
S00902,2026-08-02,P003,5
S00903,2026-08-22,P001,5
S00904,2026-06-05,P002,1
S00905,2026-06-01,P007,2
S00906,2026-08-20,P004,1
S00907,2026-06-20,P001,2
S00908,2026-08-04,P008,3
S00909,2026-06-08,P010,5
S00910,2026-08-01,P008,1
S00911,2026-06-01,P009,5
S00912,2026-07-23,P001,1
S00913,2026-08-07,P005,5
S00914,2026-07-07,P001,5
S00915,2026-08-29,P007,2
S00916,2026-06-14,P002,5
S00917,2026-06-20,P004,2
S00918,2026-08-19,P009,3
S00919,2026-07-16,P005,4
S00920,2026-06-11,P006,4
S00921,2026-07-29,P010,2
S00922,2026-08-29,P004,3
S00923,2026-08-27,P002,1
S00924,2026-06-12,P007,4
S00925,2026-07-19,P009,4
S00926,2026-06-08,P001,2
S00927,2026-06-11,P008,4
S00928,2026-08-22,P006,5
S00929,2026-06-13,P009,1
S00930,2026-06-30,P004,5
S00931,2026-07-31,P005,1
S00932,2026-06-10,P005,5
S00933,2026-08-12,P001,2
S00934,2026-07-11,P001,2
S00935,2026-08-15,P003,4
S00936,2026-06-10,P005,2
S00937,2026-08-12,P004,5
S00938,2026-07-20,P009,3
S00939,2026-07-20,P003,1
S00940,2026-08-04,P006,1
S00941,2026-06-13,P007,2
S00942,2026-06-10,P006,5
S00943,2026-08-18,P010,4
S00944,2026-07-12,P001,3
S00945,2026-07-28,P008,2
S00946,2026-07-16,P009,4
S00947,2026-07-26,P003,5
S00948,2026-08-24,P007,1
S00949,2026-08-19,P005,2
S00950,2026-06-10,P002,3
S00951,2026-06-20,P007,2
S00952,2026-07-20,P006,3
S00953,2026-06-14,P002,1
S00954,2026-07-10,P008,3
S00955,2026-07-05,P002,2
S00956,2026-06-12,P003,4
S00957,2026-07-28,P009,5
S00958,2026-08-05,P007,1
S00959,2026-06-04,P002,3
S00960,2026-08-10,P002,5
S00961,2026-08-16,P006,4
S00962,2026-06-02,P005,4
S00963,2026-07-20,P002,5
S00964,2026-07-02,P010,5
S00965,2026-06-22,P007,2
S00966,2026-06-18,P005,3
S00967,2026-07-05,P008,2
S00968,2026-06-09,P003,4
S00969,2026-07-06,P007,3
S00970,2026-08-01,P002,3
S00971,2026-07-03,P004,4
S00972,2026-08-16,P010,2
S00973,2026-07-29,P002,2
S00974,2026-07-09,P001,4
S00975,2026-07-13,P010,4
S00976,2026-07-13,P008,3
S00977,2026-07-26,P010,2
S00978,2026-07-09,P006,5
S00979,2026-08-28,P004,4
S00980,2026-07-11,P003,4
S00981,2026-07-11,P005,4
S00982,2026-08-13,P004,3
S00983,2026-07-19,P005,4
S00984,2026-07-17,P002,5
S00985,2026-06-26,P010,5
S00986,2026-06-24,P009,1
S00987,2026-07-30,P004,4
S00988,2026-07-08,P002,4
S00989,2026-08-26,P008,2
S00990,2026-08-21,P005,2
S00991,2026-07-03,P003,4
S00992,2026-07-19,P002,4
S00993,2026-08-16,P008,5
S00994,2026-07-22,P009,5
S00995,2026-08-28,P007,5
S00996,2026-06-05,P006,5
S00997,2026-08-16,P002,1
S00998,2026-07-02,P006,2
S00999,2026-08-22,P010,1
S01000,2026-08-12,P007,3
S01001,2026-07-26,P002,1
S01002,2026-06-13,P005,2
S01003,2026-08-05,P009,5
S01004,2026-08-14,P010,2
S01005,2026-07-28,P006,4
S01006,2026-07-30,P010,5
S01007,2026-06-20,P006,1
S01008,2026-08-01,P002,3
S01009,2026-07-24,P002,1
S01010,2026-06-19,P006,3
S01011,2026-07-14,P008,2
S01012,2026-08-06,P008,3
S01013,2026-07-31,P002,4
S01014,2026-08-29,P008,3
S01015,2026-06-09,P005,1
S01016,2026-06-15,P001,3
S01017,2026-08-22,P002,2
S01018,2026-07-02,P009,2
S01019,2026-08-10,P003,3
S01020,2026-08-11,P007,4
S01021,2026-06-30,P007,2
S01022,2026-06-24,P007,4
S01023,2026-06-04,P010,2
S01024,2026-07-28,P010,4
S01025,2026-07-20,P001,2
S01026,2026-06-27,P005,1
S01027,2026-08-13,P002,5
S01028,2026-06-24,P006,3
S01029,2026-06-26,P008,1
S01030,2026-07-04,P008,5
S01031,2026-08-21,P006,5
S01032,2026-07-20,P010,4
S01033,2026-08-15,P002,3
S01034,2026-07-16,P008,5
S01035,2026-06-23,P005,5
S01036,2026-08-15,P002,2
S01037,2026-07-11,P002,2
S01038,2026-07-10,P002,2
S01039,2026-07-18,P003,5
S01040,2026-07-20,P007,5
S01041,2026-06-18,P010,4
S01042,2026-07-25,P003,4
S01043,2026-08-21,P009,2
S01044,2026-08-11,P003,4
S01045,2026-07-07,P003,2
S01046,2026-07-11,P008,5
S01047,2026-06-07,P006,1
S01048,2026-08-02,P003,2
S01049,2026-07-20,P009,5
S01050,2026-08-23,P008,4
S01051,2026-08-27,P008,4
S01052,2026-07-27,P008,2
S01053,2026-06-11,P010,1
S01054,2026-06-29,P005,1
S01055,2026-07-06,P004,5
S01056,2026-07-07,P003,4
S01057,2026-08-12,P008,5
S01058,2026-08-05,P002,5
S01059,2026-06-15,P005,5
S01060,2026-07-17,P009,1
S01061,2026-07-27,P009,2
S01062,2026-07-25,P002,2
S01063,2026-07-09,P001,4
S01064,2026-07-04,P006,1
S01065,2026-07-27,P002,2
S01066,2026-06-27,P010,3
S01067,2026-08-18,P007,2
S01068,2026-08-18,P003,2
S01069,2026-06-27,P001,5
S01070,2026-07-15,P009,3
S01071,2026-08-16,P009,2
S01072,2026-07-12,P005,3
S01073,2026-08-13,P005,5
S01074,2026-08-26,P002,2
S01075,2026-07-23,P001,3
S01076,2026-08-23,P003,2
S01077,2026-07-02,P003,3
S01078,2026-07-02,P007,4
S01079,2026-06-19,P010,3
S01080,2026-08-20,P007,4
S01081,2026-07-28,P002,1
S01082,2026-07-22,P009,3
S01083,2026-08-28,P006,4
S01084,2026-08-02,P006,5
S01085,2026-06-01,P002,4
S01086,2026-08-21,P006,1
S01087,2026-08-08,P007,2
S01088,2026-07-25,P004,4
S01089,2026-07-05,P006,3
S01090,2026-07-14,P009,5
S01091,2026-06-17,P010,4
S01092,2026-07-14,P001,1
S01093,2026-06-13,P008,1
S01094,2026-06-16,P003,4
S01095,2026-07-29,P001,4
S01096,2026-06-26,P003,3
S01097,2026-06-21,P005,1
S01098,2026-08-23,P006,3
S01099,2026-06-11,P006,2
S01100,2026-06-07,P007,3
S01101,2026-08-29,P004,4
S01102,2026-08-23,P002,1
S01103,2026-06-01,P004,4
S01104,2026-06-10,P003,5
S01105,2026-06-29,P009,4
S01106,2026-06-02,P001,3
S01107,2026-06-16,P007,2
S01108,2026-08-01,P002,2
S01109,2026-07-20,P002,1
S01110,2026-06-14,P006,3
S01111,2026-07-09,P003,4
S01112,2026-06-18,P003,1
S01113,2026-08-07,P010,1
S01114,2026-08-18,P003,4
S01115,2026-07-15,P004,2
S01116,2026-07-23,P010,4
S01117,2026-06-28,P002,1
S01118,2026-06-18,P002,5
S01119,2026-07-20,P006,4
S01120,2026-07-11,P003,2
S01121,2026-07-06,P002,2
S01122,2026-08-10,P010,5
S01123,2026-08-17,P005,1
S01124,2026-08-24,P005,2
S01125,2026-08-06,P010,5
S01126,2026-06-25,P007,3
S01127,2026-08-22,P001,2
S01128,2026-08-03,P007,1
S01129,2026-07-01,P008,5
S01130,2026-06-10,P009,1
S01131,2026-07-17,P006,2
S01132,2026-07-20,P010,4
S01133,2026-07-17,P009,2
S01134,2026-07-31,P002,1
S01135,2026-08-15,P002,1
S01136,2026-07-04,P004,1
S01137,2026-06-08,P007,5
S01138,2026-07-07,P009,4
S01139,2026-07-25,P007,1
S01140,2026-08-21,P009,5
S01141,2026-08-18,P003,3
S01142,2026-06-11,P005,1
S01143,2026-08-05,P004,2
S01144,2026-08-08,P006,4
S01145,2026-08-15,P002,3
S01146,2026-08-29,P007,2
S01147,2026-06-08,P004,1
S01148,2026-07-26,P002,4
S01149,2026-08-18,P010,1
S01150,2026-07-10,P003,1
S01151,2026-06-02,P003,1
S01152,2026-06-21,P008,3
S01153,2026-08-06,P009,3
S01154,2026-06-22,P006,2
S01155,2026-07-05,P002,1
S01156,2026-07-13,P007,3
S01157,2026-08-07,P002,3
S01158,2026-08-13,P002,4
S01159,2026-07-29,P009,3
S01160,2026-06-08,P008,5
S01161,2026-06-22,P006,2
S01162,2026-07-03,P002,5
S01163,2026-08-26,P002,2
S01164,2026-08-05,P001,1
S01165,2026-06-02,P004,1
S01166,2026-07-31,P006,4
S01167,2026-06-20,P003,1
S01168,2026-08-10,P007,2
S01169,2026-07-12,P004,4
S01170,2026-07-11,P005,1
S01171,2026-08-13,P006,1
S01172,2026-08-04,P001,2
S01173,2026-06-29,P009,1
S01174,2026-07-22,P002,4
S01175,2026-07-07,P005,3
S01176,2026-06-12,P009,4
S01177,2026-06-02,P006,2
S01178,2026-07-08,P010,3
S01179,2026-08-19,P004,4
S01180,2026-07-18,P010,4
S01181,2026-06-26,P009,2
S01182,2026-06-20,P001,4
S01183,2026-06-04,P004,5
S01184,2026-07-15,P001,3
S01185,2026-06-01,P007,3
S01186,2026-06-14,P004,5
S01187,2026-07-01,P007,4
S01188,2026-06-08,P003,3
S01189,2026-06-12,P001,2
S01190,2026-08-06,P007,3
S01191,2026-07-29,P002,5
S01192,2026-06-13,P009,2
S01193,2026-08-21,P007,1
S01194,2026-08-15,P010,1
S01195,2026-07-26,P003,2
S01196,2026-07-08,P005,3
S01197,2026-07-21,P006,3
S01198,2026-07-28,P005,2
S01199,2026-06-10,P004,2
S01200,2026-08-14,P002,2
S01201,2026-06-14,P003,4
S01202,2026-07-30,P006,4
S01203,2026-06-16,P009,3
S01204,2026-06-27,P008,3
S01205,2026-07-30,P005,1
S01206,2026-06-12,P003,3
S01207,2026-08-29,P010,1
S01208,2026-06-28,P006,2
S01209,2026-06-12,P004,3
S01210,2026-07-21,P009,1
S01211,2026-08-26,P005,3
S01212,2026-06-23,P001,4
S01213,2026-07-28,P009,5
S01214,2026-07-02,P002,4
S01215,2026-06-14,P003,1
S01216,2026-06-02,P001,2
S01217,2026-06-17,P004,4
S01218,2026-07-18,P002,5
S01219,2026-08-15,P005,1
S01220,2026-06-03,P002,2
S01221,2026-08-22,P008,2
S01222,2026-06-12,P006,1
S01223,2026-06-06,P008,1
S01224,2026-06-22,P010,4
S01225,2026-07-21,P008,1
S01226,2026-07-19,P007,2
S01227,2026-07-16,P004,2
S01228,2026-07-06,P005,4
S01229,2026-06-20,P001,5
S01230,2026-08-19,P010,2
S01231,2026-08-22,P005,4
S01232,2026-07-23,P009,4
S01233,2026-06-08,P002,3
S01234,2026-07-20,P003,4
S01235,2026-06-26,P009,2
S01236,2026-08-20,P009,1
S01237,2026-07-19,P006,4
S01238,2026-08-09,P008,3
S01239,2026-08-12,P009,3
S01240,2026-07-20,P005,2
S01241,2026-06-04,P006,5
S01242,2026-06-29,P001,3
S01243,2026-06-08,P008,5
S01244,2026-07-16,P010,2
S01245,2026-06-21,P002,2
S01246,2026-08-24,P004,3
S01247,2026-08-08,P001,2
S01248,2026-08-13,P007,3
S01249,2026-06-23,P003,2
S01250,2026-08-15,P006,3
S01251,2026-08-15,P001,3
S01252,2026-08-12,P010,2
S01253,2026-08-12,P004,4
S01254,2026-08-09,P005,2
S01255,2026-08-02,P001,1
S01256,2026-06-08,P004,5
S01257,2026-06-29,P001,5
S01258,2026-08-01,P001,3
S01259,2026-08-18,P004,2
S01260,2026-07-14,P003,3
S01261,2026-06-08,P001,2
S01262,2026-08-15,P003,1
S01263,2026-08-07,P006,1
S01264,2026-07-18,P007,5
S01265,2026-06-13,P006,3
S01266,2026-07-12,P003,2
S01267,2026-07-26,P008,3
S01268,2026-06-23,P009,5
S01269,2026-07-16,P004,5
S01270,2026-06-23,P007,3
S01271,2026-08-28,P005,2
S01272,2026-06-23,P001,5
S01273,2026-07-21,P010,1
S01274,2026-06-24,P010,3
S01275,2026-08-18,P004,5
S01276,2026-06-14,P008,2
S01277,2026-07-13,P002,2
S01278,2026-07-15,P006,2
S01279,2026-08-21,P002,3
S01280,2026-07-28,P001,3
S01281,2026-06-27,P004,1
S01282,2026-07-15,P005,1
S01283,2026-06-01,P001,4
S01284,2026-07-27,P007,2
S01285,2026-07-23,P008,4
S01286,2026-07-15,P009,4
S01287,2026-06-13,P008,5
S01288,2026-08-23,P004,2
S01289,2026-07-28,P002,1
S01290,2026-07-08,P001,3
S01291,2026-07-04,P002,1
S01292,2026-07-14,P003,4
S01293,2026-06-21,P002,5
S01294,2026-06-12,P006,5
S01295,2026-08-18,P008,1
S01296,2026-07-26,P003,5
S01297,2026-07-26,P003,1
S01298,2026-06-13,P006,2
S01299,2026-06-25,P007,5
S01300,2026-08-09,P005,3
S01301,2026-07-09,P004,1
S01302,2026-06-07,P007,5
S01303,2026-08-10,P008,2
S01304,2026-06-07,P006,1
S01305,2026-07-25,P002,3
S01306,2026-08-24,P010,4
S01307,2026-06-26,P002,1
S01308,2026-06-27,P003,3
S01309,2026-06-11,P008,1
S01310,2026-07-10,P007,4
S01311,2026-08-02,P005,1
S01312,2026-08-22,P009,4
S01313,2026-06-24,P006,4
S01314,2026-07-18,P003,4
S01315,2026-06-06,P005,4
S01316,2026-07-30,P005,2
S01317,2026-07-05,P010,1
S01318,2026-06-20,P002,1
S01319,2026-08-25,P006,5
S01320,2026-07-23,P010,2
S01321,2026-08-10,P001,4
S01322,2026-08-06,P007,5
S01323,2026-08-27,P008,5
S01324,2026-07-01,P008,3
S01325,2026-06-11,P007,1
S01326,2026-08-04,P010,5
S01327,2026-08-13,P010,2
S01328,2026-06-16,P008,2
S01329,2026-06-22,P004,2
S01330,2026-06-17,P001,4
S01331,2026-06-11,P007,2
S01332,2026-08-20,P003,5
S01333,2026-07-04,P006,1
S01334,2026-06-12,P007,5
S01335,2026-07-21,P009,3
S01336,2026-07-06,P009,4
S01337,2026-06-02,P010,5
S01338,2026-08-06,P007,1
S01339,2026-07-24,P003,2
S01340,2026-08-12,P010,5
S01341,2026-06-13,P002,5
S01342,2026-06-13,P005,5
S01343,2026-07-15,P007,3
S01344,2026-07-20,P008,5
S01345,2026-08-17,P008,1
S01346,2026-06-23,P005,4
S01347,2026-06-19,P010,5
S01348,2026-08-27,P007,1
S01349,2026-07-21,P006,2
S01350,2026-06-07,P008,3
S01351,2026-07-18,P001,3
S01352,2026-07-09,P005,3
S01353,2026-08-02,P002,2
S01354,2026-06-18,P005,4
S01355,2026-07-12,P005,4
S01356,2026-08-17,P002,2
S01357,2026-07-27,P004,4
S01358,2026-08-02,P009,3
S01359,2026-06-08,P009,2
S01360,2026-06-09,P005,5
S01361,2026-07-22,P003,5
S01362,2026-08-12,P001,2
S01363,2026-06-25,P004,1
S01364,2026-07-02,P001,4
S01365,2026-06-07,P006,2
S01366,2026-07-06,P006,4
S01367,2026-08-04,P007,1
S01368,2026-08-27,P001,2
S01369,2026-07-18,P008,5
S01370,2026-07-28,P003,4
S01371,2026-08-15,P009,3
S01372,2026-07-15,P003,3
S01373,2026-08-28,P002,3
S01374,2026-06-04,P007,1
S01375,2026-06-21,P010,2
S01376,2026-06-29,P004,2
S01377,2026-07-05,P007,5
S01378,2026-06-03,P001,4
S01379,2026-06-17,P003,5
S01380,2026-06-02,P004,3
S01381,2026-08-17,P005,3
S01382,2026-07-25,P007,3
S01383,2026-07-29,P005,2
S01384,2026-07-30,P005,5
S01385,2026-08-19,P007,5
S01386,2026-06-14,P001,5
S01387,2026-08-24,P006,5
S01388,2026-08-22,P010,5
S01389,2026-07-07,P005,1
S01390,2026-08-01,P002,3
S01391,2026-07-06,P006,3
S01392,2026-07-04,P005,2
S01393,2026-06-20,P009,2
S01394,2026-06-08,P010,4
S01395,2026-08-24,P006,2
S01396,2026-06-04,P008,3
S01397,2026-07-04,P007,4
S01398,2026-07-20,P001,5
S01399,2026-08-13,P004,3
S01400,2026-06-29,P009,4
S01401,2026-08-25,P006,5
S01402,2026-07-09,P003,5
S01403,2026-06-24,P005,1
S01404,2026-07-31,P003,3
S01405,2026-08-11,P003,3
S01406,2026-08-23,P002,2
S01407,2026-07-16,P004,3
S01408,2026-07-24,P006,3
S01409,2026-07-04,P010,3
S01410,2026-07-30,P002,4
S01411,2026-06-07,P010,5
S01412,2026-08-19,P002,4
S01413,2026-06-25,P009,1
S01414,2026-08-27,P007,5
S01415,2026-07-09,P007,1
S01416,2026-06-20,P003,2
S01417,2026-07-14,P007,5
S01418,2026-07-29,P003,3
S01419,2026-06-24,P002,4
S01420,2026-07-13,P003,3
S01421,2026-08-21,P001,1
S01422,2026-07-28,P005,2
S01423,2026-06-22,P010,2
S01424,2026-08-02,P002,2
S01425,2026-08-18,P007,4
S01426,2026-07-22,P007,4
S01427,2026-07-20,P001,1
S01428,2026-08-08,P004,3
S01429,2026-06-02,P006,5
S01430,2026-06-25,P001,1
S01431,2026-08-20,P004,2
S01432,2026-08-28,P006,3
S01433,2026-06-17,P002,4
S01434,2026-08-04,P010,3
S01435,2026-06-22,P002,1
S01436,2026-07-09,P005,4
S01437,2026-08-06,P010,5
S01438,2026-07-14,P007,2
S01439,2026-07-14,P008,3
S01440,2026-06-25,P003,4
S01441,2026-06-03,P004,2
S01442,2026-06-17,P004,1
S01443,2026-08-15,P009,2
S01444,2026-06-16,P006,1
S01445,2026-07-19,P005,5
S01446,2026-08-19,P001,5
S01447,2026-06-07,P002,1
S01448,2026-06-07,P002,4
S01449,2026-07-27,P007,1
S01450,2026-08-10,P005,4
S01451,2026-08-29,P003,2
S01452,2026-08-28,P001,3
S01453,2026-07-24,P002,5
S01454,2026-07-05,P010,5
S01455,2026-08-29,P003,4
S01456,2026-06-14,P009,5
S01457,2026-06-16,P005,1
S01458,2026-06-14,P008,2
S01459,2026-08-17,P004,3
S01460,2026-08-06,P004,3
S01461,2026-07-23,P005,2
S01462,2026-06-06,P009,4
S01463,2026-06-27,P008,3
S01464,2026-07-01,P001,1
S01465,2026-08-25,P002,1
S01466,2026-08-13,P008,2
S01467,2026-06-12,P009,1
S01468,2026-06-13,P005,2
S01469,2026-07-29,P005,3
S01470,2026-07-30,P001,1
S01471,2026-06-23,P001,3
S01472,2026-07-17,P006,4
S01473,2026-06-15,P002,1
S01474,2026-06-02,P003,2
S01475,2026-07-13,P006,4
S01476,2026-08-19,P005,1
S01477,2026-07-18,P006,2
S01478,2026-06-15,P007,4
S01479,2026-07-29,P005,4
S01480,2026-08-28,P008,4
S01481,2026-08-23,P003,1
S01482,2026-06-17,P001,2
S01483,2026-06-14,P007,5
S01484,2026-08-01,P010,4
S01485,2026-06-24,P010,4
S01486,2026-07-16,P010,1
S01487,2026-08-27,P003,4
S01488,2026-08-02,P002,4
S01489,2026-07-27,P001,1
S01490,2026-07-04,P006,1
S01491,2026-08-26,P009,5
S01492,2026-08-12,P004,3
S01493,2026-08-06,P009,5
S01494,2026-06-13,P007,2
S01495,2026-08-01,P006,4
S01496,2026-06-20,P009,5
S01497,2026-06-07,P001,2
S01498,2026-08-04,P008,4
S01499,2026-06-22,P002,4
S01500,2026-07-12,P004,3
